disease,model,run,llm_n,overlap_panther,overlap_enrichr,overlap_gprofiler,overlap_union,union_size,jaccard_union,recall_union
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run077,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run077,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run078,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run078,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run078,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run078,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run078,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run078,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run079,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run079,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run079,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run079,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run079,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run079,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run080,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run080,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run080,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run080,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run080,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run080,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run081,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run081,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run081,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run081,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run081,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run081,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run082,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run082,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run082,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run082,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run082,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run082,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run083,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run083,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run083,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run083,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run083,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run083,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run084,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run084,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run084,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run084,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run084,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run084,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run085,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run085,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run085,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run085,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run085,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run085,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run086,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run086,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run086,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run086,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run086,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run086,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run087,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run087,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run087,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run087,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run087,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run087,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run088,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run088,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run088,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run088,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run088,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run088,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run089,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run089,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run089,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run089,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run089,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run089,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run090,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run090,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run090,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run090,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run090,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run090,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run091,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run091,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run091,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run091,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run091,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run091,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run092,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run092,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run092,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run092,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run092,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run092,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run093,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run093,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run093,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run093,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run093,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run093,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run094,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run094,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run094,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run094,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run094,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run094,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run095,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run095,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run095,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run095,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run095,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run095,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run096,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run096,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run096,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run096,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run096,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run096,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run097,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run097,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run097,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run097,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run097,10,1,0,1,1,22,0.032,0.045
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run097,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run098,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run098,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run098,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run098,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run098,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run098,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run099,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run099,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run099,10,1,0,0,1,22,0.032,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run099,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run099,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run099,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run100,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,groq-qwen3.8-27b,groq-qwen3.8-27b-run100,10,0,1,0,1,21,0.033,0.048
hypertrophic_cardiomyopathy,groq-qwen3.8-27b,groq-qwen3.8-27b-run100,9,1,0,0,1,22,0.033,0.045
parkinsons_disease,groq-qwen3.8-27b,groq-qwen3.8-27b-run100,10,0,0,0,0,19,0.000,0.000
primary_immunodeficiency,groq-qwen3.8-27b,groq-qwen3.8-27b-run100,10,0,0,0,0,22,0.000,0.000
type2_diabetes,groq-qwen3.8-27b,groq-qwen3.8-27b-run100,4,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run001,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run001,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run001,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run001,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run001,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run001,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run002,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run002,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run002,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run002,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run002,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run002,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run003,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run003,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run003,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run003,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run003,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run003,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run004,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run004,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run004,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run004,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run004,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run004,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run005,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run005,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run005,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run005,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run005,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run005,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run006,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run006,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run006,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run006,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run006,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run006,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run007,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run007,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run007,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run007,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run007,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run007,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run008,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run008,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run008,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run008,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run008,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run008,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run009,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run009,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run009,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run009,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run009,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run009,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run010,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run010,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run010,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run010,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run010,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run010,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run011,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run011,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run011,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run011,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run011,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run011,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run012,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run012,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run012,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run012,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run012,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run012,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run013,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run013,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run013,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run013,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run013,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run013,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run014,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run014,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run014,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run014,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run014,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run014,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run015,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run015,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run015,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run015,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run015,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run015,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run016,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run016,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run016,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run016,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run016,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run016,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run017,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run017,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run017,10,0,0,0,0,22,0.000,0.000
parkinsons_disease,qwen2.5-7b,qwen2.5-7b-run017,9,0,0,1,1,19,0.037,0.053
primary_immunodeficiency,qwen2.5-7b,qwen2.5-7b-run017,10,1,0,0,1,22,0.032,0.045
type2_diabetes,qwen2.5-7b,qwen2.5-7b-run017,10,0,0,0,0,23,0.000,0.000
alzheimers_disease,qwen2.5-7b,qwen2.5-7b-run018,10,0,0,0,0,18,0.000,0.000
hereditary_cancer,qwen2.5-7b,qwen2.5-7b-run018,10,0,0,0,0,21,0.000,0.000
hypertrophic_cardiomyopathy,qwen2.5-7b,qwen2.5-7b-run018,10,0,0,0,0,22,0.000,0.000
