model,disease,run,llm_n,kept,dropped,coverage,zero_kept
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run003,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run003,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run003,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run003,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run003,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run003,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run004,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run004,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run004,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run004,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run004,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run004,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run005,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run005,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run005,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run005,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run005,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run005,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run006,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run006,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run006,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run006,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run006,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run006,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run007,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run007,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run007,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run007,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run007,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run007,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run008,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run008,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run008,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run008,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run008,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run008,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run009,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run009,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run009,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run009,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run009,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run009,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run010,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run010,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run010,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run010,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run010,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run010,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run011,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run011,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run011,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run011,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run011,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run011,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run012,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run012,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run012,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run012,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run012,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run012,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run013,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run013,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run013,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run013,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run013,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run013,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run014,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run014,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run014,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run014,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run014,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run014,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run015,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run015,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run015,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run015,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run015,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run015,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run016,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run016,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run016,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run016,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run016,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run016,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run017,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run017,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run017,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run017,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run017,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run017,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run018,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run018,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run018,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run018,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run018,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run018,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run019,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run019,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run019,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run019,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run019,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run019,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run020,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run020,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run020,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run020,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run020,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run020,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run021,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run021,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run021,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run021,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run021,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run021,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run022,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run022,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run022,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run022,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run022,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run022,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run023,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run023,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run023,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run023,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run023,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run023,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run024,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run024,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run024,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run024,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run024,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run024,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run025,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run025,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run025,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run025,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run025,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run025,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run026,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run026,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run026,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run026,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run026,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run026,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run027,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run027,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run027,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run027,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run027,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run027,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run028,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run028,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run028,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run028,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run028,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run028,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run029,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run029,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run029,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run029,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run029,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run029,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run030,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run030,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run030,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run030,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run030,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run030,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run031,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run031,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run031,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run031,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run031,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run031,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run032,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run032,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run032,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run032,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run032,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run032,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run033,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run033,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run033,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run033,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run033,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run033,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run034,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run034,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run034,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run034,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run034,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run034,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run035,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run035,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run035,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run035,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run035,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run035,10,0,10,0.000,1
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run036,10,2,8,0.200,0
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run036,10,1,9,0.100,0
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run036,10,0,10,0.000,1
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run036,9,2,7,0.222,0
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run036,10,4,6,0.400,0
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run036,10,0,10,0.000,1
